orig_row_num,orig_row_num_x,feature_name,feature_strength,feature_value,account_id,account_name,avg_wau_last_12_weeks,customer_since_date,health_summary_flag,opportunity_id,pred_point,projects_created_last_12_weeks,renewal_week,stage_name,total_active_arr,weeks_as_customer,weeks_to_renewal,weeks_with_preds_last_12_weeks,Class_1_Prediction,stage_name_7-Closed Won_PREDICTION,Prediction,THRESHOLD,POSITIVE_CLASS,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,EXPLANATION_11_FEATURE_NAME,EXPLANATION_11_STRENGTH,EXPLANATION_11_ACTUAL_VALUE,EXPLANATION_11_QUALITATIVE_STRENGTH,EXPLANATION_12_FEATURE_NAME,EXPLANATION_12_STRENGTH,EXPLANATION_12_ACTUAL_VALUE,EXPLANATION_12_QUALITATIVE_STRENGTH,EXPLANATION_13_FEATURE_NAME,EXPLANATION_13_STRENGTH,EXPLANATION_13_ACTUAL_VALUE,EXPLANATION_13_QUALITATIVE_STRENGTH,EXPLANATION_14_FEATURE_NAME,EXPLANATION_14_STRENGTH,EXPLANATION_14_ACTUAL_VALUE,EXPLANATION_14_QUALITATIVE_STRENGTH,EXPLANATION_15_FEATURE_NAME,EXPLANATION_15_STRENGTH,EXPLANATION_15_ACTUAL_VALUE,EXPLANATION_15_QUALITATIVE_STRENGTH,EXPLANATION_16_FEATURE_NAME,EXPLANATION_16_STRENGTH,EXPLANATION_16_ACTUAL_VALUE,EXPLANATION_16_QUALITATIVE_STRENGTH,EXPLANATION_17_FEATURE_NAME,EXPLANATION_17_STRENGTH,EXPLANATION_17_ACTUAL_VALUE,EXPLANATION_17_QUALITATIVE_STRENGTH,EXPLANATION_18_FEATURE_NAME,EXPLANATION_18_STRENGTH,EXPLANATION_18_ACTUAL_VALUE,EXPLANATION_18_QUALITATIVE_STRENGTH,EXPLANATION_19_FEATURE_NAME,EXPLANATION_19_STRENGTH,EXPLANATION_19_ACTUAL_VALUE,EXPLANATION_19_QUALITATIVE_STRENGTH,EXPLANATION_20_FEATURE_NAME,EXPLANATION_20_STRENGTH,EXPLANATION_20_ACTUAL_VALUE,EXPLANATION_20_QUALITATIVE_STRENGTH,SHAP_BASE_VALUE,SHAP_REMAINING_TOTAL,DEPLOYMENT_APPROVAL_STATUS,Class_0_Prediction,orig_row_num_y,qualitative_strength
745,745,renewal_week (Year),0.0236196276,2021,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",2.416,2018-12-21,Green,0063q00000zKBnAAAW,2021-04-12,101,2021-12-20,7-Closed Won,80000.0,121,36,6,0.1458596587,0.8541403413,8-Closed Lost,0.0967,8-Closed Lost,total_active_arr,-0.2355495542,80000.0,,avg_wau_last_12_weeks,-0.206650272,2.416,,pred_point (Month),-0.1339894217,4,,pred_point (Year),-0.0974634737,2021,,health_summary_flag,-0.078397667,Green,,renewal_week (Year),0.0236196276,2021,,projects_created_last_12_weeks,-0.0184738636,101,,weeks_as_customer,-0.0049380776,121,,weeks_with_preds_last_12_weeks,0.0014191028,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.8541403412999999,745,+
745,745,projects_created_last_12_weeks,-0.0184738636,101,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",2.416,2018-12-21,Green,0063q00000zKBnAAAW,2021-04-12,101,2021-12-20,7-Closed Won,80000.0,121,36,6,0.1458596587,0.8541403413,8-Closed Lost,0.0967,8-Closed Lost,total_active_arr,-0.2355495542,80000.0,,avg_wau_last_12_weeks,-0.206650272,2.416,,pred_point (Month),-0.1339894217,4,,pred_point (Year),-0.0974634737,2021,,health_summary_flag,-0.078397667,Green,,renewal_week (Year),0.0236196276,2021,,projects_created_last_12_weeks,-0.0184738636,101,,weeks_as_customer,-0.0049380776,121,,weeks_with_preds_last_12_weeks,0.0014191028,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.8541403412999999,745,-
745,745,weeks_as_customer,-0.0049380776,121,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",2.416,2018-12-21,Green,0063q00000zKBnAAAW,2021-04-12,101,2021-12-20,7-Closed Won,80000.0,121,36,6,0.1458596587,0.8541403413,8-Closed Lost,0.0967,8-Closed Lost,total_active_arr,-0.2355495542,80000.0,,avg_wau_last_12_weeks,-0.206650272,2.416,,pred_point (Month),-0.1339894217,4,,pred_point (Year),-0.0974634737,2021,,health_summary_flag,-0.078397667,Green,,renewal_week (Year),0.0236196276,2021,,projects_created_last_12_weeks,-0.0184738636,101,,weeks_as_customer,-0.0049380776,121,,weeks_with_preds_last_12_weeks,0.0014191028,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.8541403412999999,745,+
745,745,weeks_with_preds_last_12_weeks,0.0014191028,6,0012A00002DIqM0QAL,"HINO MOTORS, LTD.",2.416,2018-12-21,Green,0063q00000zKBnAAAW,2021-04-12,101,2021-12-20,7-Closed Won,80000.0,121,36,6,0.1458596587,0.8541403413,8-Closed Lost,0.0967,8-Closed Lost,total_active_arr,-0.2355495542,80000.0,,avg_wau_last_12_weeks,-0.206650272,2.416,,pred_point (Month),-0.1339894217,4,,pred_point (Year),-0.0974634737,2021,,health_summary_flag,-0.078397667,Green,,renewal_week (Year),0.0236196276,2021,,projects_created_last_12_weeks,-0.0184738636,101,,weeks_as_customer,-0.0049380776,121,,weeks_with_preds_last_12_weeks,0.0014191028,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.8541403412999999,745,+
88,88,weeks_as_customer,-0.3933422863,30,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,---
88,88,pred_point (Month),-0.3283837847,1,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,--
88,88,projects_created_last_12_weeks,0.2818481326,0,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,++
88,88,weeks_with_preds_last_12_weeks,0.1469991207,0,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,+
88,88,health_summary_flag,-0.07120727,Green,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,-
88,88,avg_wau_last_12_weeks,0.0427131131,0.0,0012A00002DJUGrQAP,GCI Communication Corp,0.0,2018-06-30,Green,0060Z00000wWXAdQAO,2019-01-21,0,2019-09-30,7-Closed Won,,30,36,0,0.2099229544,0.7900770456,8-Closed Lost,0.0967,8-Closed Lost,weeks_as_customer,-0.3933422863,30,,pred_point (Month),-0.3283837847,1,,projects_created_last_12_weeks,0.2818481326,0,,weeks_with_preds_last_12_weeks,0.1469991207,0,,health_summary_flag,-0.07120727,Green,,avg_wau_last_12_weeks,0.0427131131,0.0,,renewal_week (Year),-0.0339961126,2019,,total_active_arr,0.0271908753,,,pred_point (Year),0.0198151153,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0170279741,0.0,APPROVED,0.7900770456,88,+
